UserLanguage,Dem_age,Dem_gender,Dem_edu,Dem_edu_mom,Dem_employment,Country,Dem_Expat,Dem_state,Dem_maritalstatus,Dem_dependents,Dem_riskgroup,Dem_islolation,Dem_isolation_adults,Dem_isolation_kids,AD_gain,AD_loss,AD_check,Scale_PSS10_UCLA_1,Scale_PSS10_UCLA_2,Scale_PSS10_UCLA_3,Scale_PSS10_UCLA_4,Scale_PSS10_UCLA_5,Scale_PSS10_UCLA_6,Scale_PSS10_UCLA_7,Scale_PSS10_UCLA_8,Scale_PSS10_UCLA_9,Scale_PSS10_UCLA_10,Scale_SLON_1,Scale_SLON_2,Scale_SLON_3,OECD_people_1,OECD_people_2,OECD_insititutions_1,OECD_insititutions_2,OECD_insititutions_3,OECD_insititutions_4,OECD_insititutions_5,OECD_insititutions_6,Corona_concerns_1,Corona_concerns_2,Corona_concerns_3,Corona_concerns_4,Corona_concerns_5,Trust_countrymeasure,Compliance_1,Compliance_2,Compliance_3,Compliance_4,Compliance_5,Compliance_6
EN,37,Female,"College degree, bachelor, master",College degree,Full time employed,Sweden,no,Stockholm,Married/cohabiting,2,Yes,Life carries on with minor changes,NA,0,Program A,NA,No,3,1,5,4,4,2,3,4,3,3,2,2,4,8,8,10,7,8,6,10,9,6,6,6,6,5,5,5,5,4,4,5,5
EN,22,Female,"College degree, bachelor, master",College degree,Student,Pakistan,no,Punjab,Single,0,No,Isolated,2,1,NA,Program C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,43,Male,Up to 12 years of school,Up to 9 years of school,Full time employed,United States,no,California,Married/cohabiting,0,Yes,Life carries on with minor changes,2,0,NA,Program D,No,3,2,3,4,2,1,4,2,3,2,1,1,1,3,5,1,1,1,1,1,1,4,4,4,4,4,0,4,5,5,2,1,1
EN,23,Female,"College degree, bachelor, master",Some College or equivalent,Student,Pakistan,no,Islamabad capital,Single,0,No,Isolated,3,0,Program A,NA,No,2,2,3,4,3,3,4,3,4,3,3,2,3,3,5,5,3,5,3,7,7,4,6,6,6,6,8,5,5,6,3,6,5
EN,39,Female,NA,NA,Not employed,Pakistan,no,NA,Married/cohabiting,0,No,Isolated,3,3,NA,Program D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,52,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Full time employed,Finland,no,NA,Married/cohabiting,1,Yes,Life carries on with minor changes,NA,NA,Program B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,37,Female,"College degree, bachelor, master",College degree,Full time employed,United States,no,Michigan,Single,0,Not sure,Life carries on with minor changes,1,0,Program B,NA,No,3,4,4,3,3,4,4,3,4,3,5,5,5,7,10,5,8,8,7,10,3,5,6,6,6,5,0,5,5,5,5,5,4
EN,65,Female,"College degree, bachelor, master",College degree,Retired,United States,no,Virginia,Married/cohabiting,0,Yes,Isolated,1,0,NA,Program D,No,2,2,2,5,4,1,5,5,1,2,3,2,3,8,9,6,9,7,8,7,5,5,6,6,6,6,0,5,5,6,1,5,4
EN,33,Female,"College degree, bachelor, master",College degree,Full time employed,Germany,no,NA,Single,0,Yes,Isolated,0,0,Program B,NA,No,3,4,4,2,2,2,2,3,4,4,3,2,3,8,8,10,10,10,10,10,10,2,5,3,5,5,5,4,6,5,2,2,2
EN,65,Female,Up to 12 years of school,Up to 12 years of school,Retired,NA,yes,NA,Divorced/widowed,0,NA,Isolated,0,0,NA,Program C,Yes,1,4,1,5,5,1,4,5,4,1,1,1,1,2,4,2,5,10,3,8,7,2,5,3,6,6,5,6,6,6,6,4,2
EN,54,Female,"College degree, bachelor, master",College degree,Retired,United States,no,Michigan,Divorced/widowed,1,Yes,Isolated,2,0,NA,Program D,Not sure,3,1,3,5,4,2,2,4,4,1,2,1,3,3,7,3,6,6,2,6,2,6,6,6,6,6,0,4,6,5,6,1,5
EN,55,Female,"College degree, bachelor, master",Some College or equivalent,Self-employed,Suriname,yes,NA,Married/cohabiting,1,Yes,Life carries on with minor changes,3,0,NA,Program C,No,3,4,4,3,1,2,4,3,2,2,5,2,5,7,9,2,3,3,4,8,2,4,6,5,3,3,5,5,6,6,2,1,1
EN,28,Female,"College degree, bachelor, master",College degree,Full time employed,Ukraine,yes,NA,Single,0,Yes,Isolated,2,0,NA,Program D,Not sure,2,2,3,5,2,1,5,4,4,2,3,2,1,7,8,4,4,6,5,7,4,4,5,5,6,6,3,5,5,5,2,4,3
EN,66,Female,"College degree, bachelor, master",College degree,Retired,United States,no,Michigan,Divorced/widowed,0,Yes,Isolated,0,0,Program A,NA,No,3,3,3,4,2,3,3,3,3,4,5,4,5,6,9,1,1,3,2,9,0,5,5,5,6,6,0,4,6,5,4,2,4
EN,57,Male,"Some College, short continuing education or equivalent",PhD/Doctorate,Full time employed,Spain,yes,Barcelona,Divorced/widowed,0,Yes,Life carries on with minor changes,0,0,Program A,NA,No,3,5,4,3,4,2,5,5,4,2,5,4,4,9,9,4,2,6,2,5,3,5,6,4,5,5,4,5,4,6,5,2,2
EN,41,Male,PhD/Doctorate,Up to 6 years of school,Full time employed,Turkey,yes,NA,Married/cohabiting,1,Yes,Isolated,2,1,Program B,NA,No,3,3,3,4,3,3,4,3,1,3,5,1,2,5,4,2,2,2,3,8,2,3,3,2,3,5,3,3,5,3,3,1,2
EN,24,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,United Kingdom,no,Kent,Married/cohabiting,0,Yes,Isolated,1,0,Program A,NA,No,4,5,5,4,3,3,4,5,5,4,2,1,4,4,9,1,4,4,7,7,4,6,6,6,6,6,4,6,5,5,2,1,4
EN,24,Female,"College degree, bachelor, master",Up to 12 years of school,Student,Turkey,no,Bursa,Single,0,No,Isolated,3,0,NA,Program D,Not sure,2,2,3,5,4,2,4,1,3,3,1,1,2,7,9,8,7,7,5,5,8,3,6,6,6,6,8,5,6,6,4,5,2
EN,39,Male,"College degree, bachelor, master",College degree,Full time employed,United States,no,Massachusetts,Divorced/widowed,0,Yes,Isolated,1,0,Program A,NA,No,2,3,5,5,4,1,4,5,4,1,1,1,5,6,7,5,5,5,7,7,1,4,6,3,6,6,0,6,6,6,1,4,6
EN,51,Male,"College degree, bachelor, master",College degree,Full time employed,Pakistan,no,Islamabad,Married/cohabiting,3,Yes,Life carries on with minor changes,0,0,Program B,NA,No,1,3,3,5,5,3,5,3,3,1,1,3,2,8,10,5,3,3,5,5,3,6,6,5,6,6,3,5,5,4,1,1,5
EN,62,Female,Up to 12 years of school,Up to 9 years of school,Retired,United Kingdom,no,Greater London,Married/cohabiting,NA,Yes,Life carries on with minor changes,2,NA,Program A,NA,No,1,5,3,3,3,5,5,3,3,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,30,Female,"College degree, bachelor, master",College degree,Full time employed,Turkey,no,NA,Married/cohabiting,0,Yes,Isolated,1,0,Program A,NA,No,5,4,5,3,3,3,3,3,5,3,2,3,3,6,8,1,1,5,4,9,2,5,5,5,4,4,1,5,5,5,5,5,4
EN,29,Female,"College degree, bachelor, master",College degree,Full time employed,Germany,no,Nrw,Single,0,Not sure,Isolated,2,0,NA,Program D,Not sure,2,2,2,4,3,1,4,4,1,1,2,2,3,8,9,6,8,9,9,9,7,5,5,5,5,6,4,6,5,5,1,4,4
EN,38,Male,PhD/Doctorate,College degree,Full time employed,United Kingdom,no,Kent,Married/cohabiting,0,Yes,Isolated,1,0,Program A,NA,No,3,2,2,4,4,2,3,4,4,2,1,1,3,7,9,5,6,6,9,9,7,3,6,4,4,4,2,5,5,6,2,1,1
EN,36,Female,"College degree, bachelor, master",College degree,Full time employed,United States,no,Michigan,Married/cohabiting,2,Yes,Isolated,2,2,NA,Program D,No,2,1,3,4,4,4,4,4,4,1,1,3,4,7,9,5,5,7,6,9,1,6,6,6,5,5,0,5,6,5,2,5,5
EN,37,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,United States,no,Wisconsin,Single,0,Yes,Isolated,0,0,NA,Program D,No,4,4,5,2,2,4,2,2,4,4,5,3,5,6,8,3,2,6,1,4,NA,6,6,6,6,6,0,4,5,5,5,5,5
EN,27,Other/would rather not say,"College degree, bachelor, master",PhD/Doctorate,Full time employed,France,yes,NA,Single,0,Yes,Isolated,6,0,NA,Program C,No,3,4,5,4,2,3,3,2,3,2,5,4,4,6,8,4,3,6,6,8,5,2,4,3,5,5,3,5,3,3,5,4,4
EN,30,Female,"College degree, bachelor, master",College degree,Full time employed,Lithuania,no,NA,Married/cohabiting,3,Yes,Isolated,1,1,NA,Program C,No,2,2,4,2,4,3,3,3,1,1,1,1,5,3,6,5,6,6,3,6,10,5,5,5,5,4,5,6,6,6,1,2,3
EN,28,Female,"College degree, bachelor, master",Some College or equivalent,Part time employed,Colombia,yes,Cundinamarca,Married/cohabiting,0,No,Life carries on with minor changes,10,3,NA,Program D,No,3,3,3,4,3,2,3,3,3,1,1,2,2,6,8,5,4,5,4,10,4,3,5,5,5,5,5,6,6,6,2,2,6
EN,29,Female,"College degree, bachelor, master",PhD/Doctorate,Not employed,United Kingdom,no,london,Single,0,Yes,Isolated,1,0,NA,Program D,Not sure,4,5,4,3,2,3,3,3,3,5,2,3,3,7,7,5,9,6,6,7,7,5,4,3,6,6,4,6,6,6,4,1,2
EN,25,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,United Kingdom,no,Kent,Married/cohabiting,0,No,Life carries on with minor changes,2,0,NA,Program C,Not sure,2,2,3,5,5,2,4,5,2,2,2,2,4,6,8,2,5,4,6,7,2,2,6,5,5,5,3,5,4,4,2,1,2
EN,24,Male,"College degree, bachelor, master",Up to 12 years of school,Not employed,Pakistan,no,Pakistan/KhyberPukhtunkhwa,Single,0,No,Life carries on with minor changes,20,5,NA,Program D,No,3,4,4,4,1,1,5,4,4,2,3,4,5,5,9,2,4,1,2,5,8,2,2,3,5,5,9,5,5,4,2,5,5
EN,32,Female,"College degree, bachelor, master",College degree,Full time employed,Lithuania,no,Vilnius,Other or would rather not say,0,Yes,Life carries on with minor changes,0,0,NA,Program D,No,3,1,1,5,3,1,4,4,3,1,4,2,3,4,7,5,7,4,8,10,5,3,4,5,6,6,0,5,5,5,4,3,1
EN,24,Male,"College degree, bachelor, master",Some College or equivalent,Student,Pakistan,no,Federal capital,Single,0,Not sure,Life carries on with minor changes,3,0,Program A,NA,No,3,4,3,5,3,4,4,3,2,4,3,1,3,4,6,3,2,3,5,5,6,4,6,5,5,4,4,4,4,3,3,4,4
EN,23,Female,"College degree, bachelor, master",Up to 12 years of school,Student,Pakistan,no,Islamabad (Capital),Single,0,Not sure,Isolated,6,1,Program A,NA,No,5,4,5,2,1,4,2,5,5,5,5,4,5,3,7,5,7,NA,5,6,6,2,4,2,6,6,5,NA,NA,NA,NA,NA,NA
EN,33,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Not employed,Sweden,yes,NA,Married/cohabiting,0,No,Life carries on with minor changes,1,0,Program B,NA,No,4,1,3,5,3,3,4,NA,3,1,2,3,3,7,7,5,5,5,3,7,7,3,3,3,3,4,2,6,5,3,2,4,2
EN,53,Male,PhD/Doctorate,College degree,Full time employed,Bulgaria,no,Sofia,Single,2,Yes,Life carries on with minor changes,1,0,NA,Program C,Yes,1,3,2,4,4,3,5,3,3,1,1,2,1,7,9,0,5,1,2,7,0,5,6,5,5,5,8,5,5,5,4,3,4
EN,39,Female,"College degree, bachelor, master",College degree,Self-employed,United States,yes,Wisconsin,Married/cohabiting,2,Yes,Life carries on with minor changes,1,2,NA,Program D,No,3,3,5,3,3,4,4,4,4,4,1,3,5,3,5,4,10,10,8,10,4,6,6,6,6,6,0,NA,6,6,2,5,4
EN,29,Male,PhD/Doctorate,Up to 9 years of school,Student,Finland,yes,Finland/Varsinais-Suomi,Other or would rather not say,0,Yes,Life carries on with minor changes,0,0,NA,Program C,No,4,3,4,3,2,4,1,3,4,3,5,3,5,5,8,6,7,7,6,5,6,2,6,4,6,2,5,4,4,5,6,5,1
EN,21,Female,"College degree, bachelor, master",Up to 12 years of school,Student,Pakistan,no,Islamabad,Single,0,No,Life carries on with minor changes,NA,NA,Program B,NA,Not sure,4,3,4,4,3,2,2,2,5,2,5,4,4,4,7,8,3,3,9,8,10,4,5,5,6,6,10,5,5,5,3,5,5
EN,29,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Turkey,no,Istanbul,Single,2,Yes,Isolated,2,0,Program A,NA,Not sure,3,3,3,4,2,3,4,3,3,2,3,3,3,5,5,4,3,3,3,5,5,5,6,5,6,6,4,5,6,6,2,5,1
EN,62,Female,"College degree, bachelor, master",Up to 12 years of school,Retired,United States,no,Michigan,Married/cohabiting,0,Yes,Isolated,1,0,NA,Program D,No,3,2,3,4,4,1,4,3,3,2,2,3,5,5,8,2,6,5,2,8,NA,5,6,6,5,5,0,4,6,6,5,4,1
EN,22,Female,"College degree, bachelor, master",College degree,Student,Pakistan,yes,Punjab,Single,0,No,Life carries on with minor changes,3,0,Program A,NA,No,2,2,2,3,3,4,3,3,4,2,2,2,2,8,9,6,4,5,5,7,7,4,5,4,6,6,7,5,4,5,2,4,2
EN,53,Female,PhD/Doctorate,Up to 12 years of school,Full time employed,United Kingdom,yes,NA,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,NA,Program D,Yes,1,1,2,5,4,1,5,5,2,1,1,1,2,9,9,5,9,6,9,8,4,2,5,2,6,6,3,1,6,6,1,4,1
EN,46,Female,"College degree, bachelor, master",PhD/Doctorate,Retired,United Kingdom,no,London,Married/cohabiting,0,Yes,Isolated,1,0,NA,Program C,No,4,4,3,4,4,5,4,4,5,4,3,5,3,7,9,5,8,9,9,9,5,6,6,6,6,6,0,6,6,6,1,5,2
EN,43,Male,PhD/Doctorate,College degree,Full time employed,Morocco,no,Casablanca,Married/cohabiting,5,Yes,Isolated,2,3,NA,Program C,No,3,2,2,4,3,2,4,4,2,2,1,2,3,8,9,5,6,7,7,5,9,4,4,4,5,5,5,6,6,5,2,5,4
EN,41,Male,"College degree, bachelor, master",PhD/Doctorate,Full time employed,Belgium,yes,Brussels,Married/cohabiting,2,Yes,Isolated,1,2,NA,Program D,No,3,1,3,4,3,3,4,2,3,2,2,1,3,8,9,9,8,8,9,10,9,6,6,6,6,6,3,6,6,6,5,5,4
EN,23,Female,"College degree, bachelor, master",College degree,Student,Pakistan,no,Federal,Single,0,Yes,Life carries on with minor changes,2,0,NA,Program D,Not sure,3,3,3,4,3,2,4,3,3,2,2,2,2,6,8,6,5,7,6,7,7,5,6,6,6,6,7,5,4,5,3,4,4
EN,18,Female,Up to 12 years of school,PhD/Doctorate,Student,Pakistan,no,islamabad,Single,0,Yes,Life carries on with minor changes,3,2,NA,Program D,No,2,4,3,1,2,2,2,2,4,1,2,2,3,1,2,0,0,0,0,4,1,5,6,6,6,6,3,6,6,6,2,6,5
EN,23,Female,"College degree, bachelor, master",Up to 12 years of school,Student,Pakistan,no,Punjab,Single,0,No,Life carries on with minor changes,4,0,Program B,NA,No,4,4,4,3,2,3,3,1,4,4,1,3,4,7,7,6,5,6,5,8,6,6,6,6,6,6,4,6,6,6,6,6,6
EN,31,Male,"College degree, bachelor, master",Some College or equivalent,Full time employed,Lithuania,no,Vilnius,Married/cohabiting,2,Yes,Life carries on with minor changes,1,1,Program A,NA,Yes,2,2,2,5,5,2,2,1,2,2,2,1,3,7,9,6,7,8,5,8,8,4,4,4,5,5,5,6,6,5,2,4,2
EN,26,Female,"College degree, bachelor, master",College degree,Student,Pakistan,no,Punjab,Married/cohabiting,7,Yes,Isolated,5,0,NA,NA,NA,4,1,3,4,3,2,5,2,3,3,1,NA,1,6,6,8,0,10,4,10,8,4,5,5,5,5,7,6,6,6,6,6,6
EN,23,Female,"College degree, bachelor, master",PhD/Doctorate,Student,Pakistan,no,Islamabad,Other or would rather not say,0,Yes,Isolated,3,0,NA,Program D,No,5,5,5,5,4,4,5,2,3,3,3,1,2,6,8,3,3,4,5,10,8,1,6,6,5,3,8,6,6,6,1,6,6
EN,41,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Not employed,United States,no,Michigan,Married/cohabiting,0,Yes,Isolated,1,0,NA,Program C,No,3,2,5,3,2,3,3,2,4,3,5,5,5,5,7,1,3,3,6,9,0,6,6,6,6,6,1,6,6,6,4,6,4
EN,35,Male,"College degree, bachelor, master",Some College or equivalent,Full time employed,Australia,no,ACT,Married/cohabiting,2,Yes,Isolated,1,2,Program A,NA,No,3,4,4,3,3,3,2,1,4,4,3,4,4,7,9,1,6,7,9,9,3,4,6,5,6,6,4,5,3,5,5,5,2
EN,34,Female,PhD/Doctorate,Up to 12 years of school,Full time employed,Poland,no,NA,Married/cohabiting,1,No,Life carries on with minor changes,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,38,Male,"College degree, bachelor, master",College degree,Full time employed,Turkey,no,ankara,Married/cohabiting,2,No,Isolated,1,1,NA,Program D,Not sure,3,2,3,4,4,3,3,3,3,2,3,1,3,5,7,2,5,5,9,6,7,2,2,3,5,5,4,6,5,4,2,4,2
EN,44,Male,PhD/Doctorate,Up to 12 years of school,Full time employed,United Kingdom,yes,Kent,Married/cohabiting,1,Yes,Isolated,1,1,NA,Program D,Yes,2,4,3,4,3,3,4,4,3,2,2,2,2,8,9,1,6,8,6,7,2,3,5,4,3,3,2,5,4,5,4,5,4
EN,21,Female,"College degree, bachelor, master",Up to 9 years of school,Student,United Kingdom,no,NA,Single,0,Yes,Isolated,3,0,NA,Program D,Not sure,3,1,5,4,4,3,4,4,5,3,1,2,1,5,5,6,6,6,6,7,6,6,6,5,6,6,2,6,6,6,6,1,2
EN,19,Male,"Some College, short continuing education or equivalent",Some College or equivalent,Full time employed,Croatia,no,NA,Other or would rather not say,7,Yes,Isolated,4,2,Program B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,29,Female,PhD/Doctorate,Some College or equivalent,Full time employed,Finland,yes,NA,Single,0,Yes,Isolated,0,0,NA,Program D,No,4,3,5,4,2,4,2,NA,3,4,3,2,4,2,7,8,8,7,7,6,7,5,6,6,6,6,4,5,6,6,2,4,2
EN,30,Male,"College degree, bachelor, master",Up to 12 years of school,Full time employed,Sweden,no,Stockholm,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,NA,Program D,No,2,2,2,5,4,2,4,4,4,1,1,4,5,8,10,6,7,7,8,7,8,5,5,5,1,4,5,5,6,6,5,2,3
EN,26,Female,"College degree, bachelor, master",College degree,Full time employed,Netherlands,no,Groningen,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,Program A,NA,Yes,2,2,2,4,4,3,4,3,1,2,1,1,2,7,9,7,8,7,8,7,8,3,4,3,5,6,5,5,3,3,2,5,1
EN,31,Female,"College degree, bachelor, master",College degree,Full time employed,Lithuania,no,Vilnius,Married/cohabiting,1,Yes,Life carries on with minor changes,1,1,NA,Program C,No,2,3,1,4,3,2,3,2,1,2,2,1,2,6,8,2,6,7,2,3,4,5,6,4,5,4,4,6,6,5,1,3,5
EN,30,Male,PhD/Doctorate,PhD/Doctorate,Full time employed,Sweden,yes,NA,Married/cohabiting,0,Yes,Isolated,1,0,NA,Program D,Yes,4,3,4,2,3,3,4,2,2,4,3,4,3,6,7,9,9,7,8,9,6,6,6,4,5,5,2,4,3,5,2,2,5
EN,21,Female,"College degree, bachelor, master",Up to 12 years of school,Student,United Kingdom,no,Hertfordshire,Single,0,Yes,Isolated,5,0,Program A,NA,No,4,3,4,3,3,4,1,2,4,2,3,1,4,4,4,4,4,5,6,6,4,5,3,5,5,5,3,NA,NA,NA,NA,NA,NA
EN,34,Female,"College degree, bachelor, master",College degree,Student,United Kingdom,yes,London,Married/cohabiting,1,Yes,Isolated,1,1,NA,Program D,No,4,4,4,4,3,2,3,2,3,2,3,3,3,6,10,8,8,9,9,8,8,6,6,6,6,5,8,6,6,5,5,5,6
EN,18,Male,"Some College, short continuing education or equivalent",Up to 12 years of school,Student,Croatia,no,Grad Zagreb,Single,0,Not sure,Isolated,2,3,Program B,NA,Yes,3,2,5,3,2,3,3,2,5,4,5,4,5,2,4,2,4,4,5,3,1,2,2,2,1,2,5,5,2,3,3,2,2
EN,24,Female,"College degree, bachelor, master",College degree,Full time employed,Finland,yes,South-West Finland,Married/cohabiting,0,Yes,Isolated,1,0,NA,Program D,Not sure,5,4,4,4,2,2,4,3,3,4,2,3,3,2,6,8,6,5,7,9,6,4,6,5,6,6,3,6,5,6,1,4,2
EN,32,Female,"College degree, bachelor, master",College degree,Full time employed,France,yes,Italy,Divorced/widowed,1,Not sure,Isolated,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,53,Female,"College degree, bachelor, master",College degree,Full time employed,Turkey,no,Bodrum,Single,NA,Yes,Life carries on with minor changes,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,39,Female,PhD/Doctorate,Some College or equivalent,Self-employed,Turkey,NA,Ankara,Married/cohabiting,0,Yes,Isolated,1,0,NA,Program D,No,1,2,2,4,4,2,4,4,1,2,1,2,1,4,9,3,7,8,9,2,4,5,6,5,5,5,4,6,6,6,2,6,4
EN,38,Female,"College degree, bachelor, master",College degree,Not employed,United Kingdom,no,London,Married/cohabiting,0,Yes,Isolated,2,0,Program A,NA,No,4,4,4,4,3,3,3,3,4,3,3,2,3,3,9,1,5,7,9,9,1,6,6,6,6,6,0,6,6,6,2,2,4
EN,20,Male,"Some College, short continuing education or equivalent",Up to 12 years of school,Student,United Kingdom,no,Fife,Single,0,Yes,Isolated,2,0,Program A,NA,No,1,2,1,4,3,2,4,4,3,2,1,1,1,3,5,1,5,4,5,5,5,2,5,4,5,5,6,5,4,5,1,3,2
EN,67,Female,"College degree, bachelor, master",Up to 12 years of school,Retired,Turkey,yes,Denmark,Divorced/widowed,0,Yes,Life carries on with minor changes,0,0,Program A,NA,No,3,4,1,5,4,3,5,4,3,2,4,3,5,5,6,2,3,5,7,8,4,4,5,4,5,6,4,6,NA,5,2,5,1
EN,21,Female,"College degree, bachelor, master",Some College or equivalent,Student,United Kingdom,no,North Yorkshire,Single,0,Yes,Life carries on with minor changes,2,0,NA,Program D,No,2,3,4,3,1,2,4,3,2,3,3,1,1,8,9,6,7,6,8,9,7,5,6,5,6,5,4,6,6,6,4,5,1
EN,26,Male,"Some College, short continuing education or equivalent",Some College or equivalent,Full time employed,Czech Republic,no,Brno,Married/cohabiting,0,Yes,Isolated,1,0,Program A,NA,No,3,2,5,3,3,3,4,3,2,4,2,3,4,7,8,4,6,5,8,4,7,4,6,4,3,NA,6,6,6,6,3,4,4
EN,30,Female,"College degree, bachelor, master",College degree,Full time employed,Canada,no,Newfoundland and Labrador,Married/cohabiting,1,Not sure,Isolated,1,1,NA,Program C,No,3,3,3,4,2,3,2,2,2,2,3,3,4,7,7,6,8,7,9,7,9,4,4,5,5,5,9,6,4,4,2,2,2
EN,24,Female,"College degree, bachelor, master",Up to 12 years of school,Student,Germany,yes,Saarland,Single,0,Yes,Life carries on with minor changes,0,0,Program B,NA,No,1,3,3,4,3,2,3,3,1,2,3,1,3,3,8,5,5,5,8,8,5,2,5,3,5,6,3,6,6,6,2,2,4
EN,36,Male,"College degree, bachelor, master",Some College or equivalent,Full time employed,other,yes,Virgin Gorda,Single,2,Yes,Isolated,0,0,NA,Program C,Not sure,1,1,3,5,4,2,5,5,4,1,5,3,5,6,7,8,7,7,3,9,2,6,6,4,5,6,5,6,6,6,1,2,4
EN,33,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Not employed,Netherlands,yes,Overijssel,Married/cohabiting,0,Yes,Isolated,2,0,Program A,NA,No,4,4,4,4,3,3,3,2,3,4,5,3,5,6,8,9,9,8,5,5,9,2,6,2,6,6,4,5,6,5,2,4,2
EN,22,Female,"College degree, bachelor, master",Up to 9 years of school,Not employed,Pakistan,no,Islamabad/Pakistan,Single,0,Not sure,Life carries on with minor changes,5,0,NA,Program D,No,3,3,3,4,3,2,4,2,4,2,2,2,2,6,5,8,8,6,7,4,9,4,6,5,6,3,7,5,6,4,2,4,2
EN,30,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Mexico,no,Sonora,Married/cohabiting,1,No,Life carries on as usual,0,0,NA,Program D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,34,Female,PhD/Doctorate,Some College or equivalent,Full time employed,Malaysia,yes,Kuala Lumpur,Married/cohabiting,3,No,Life carries on with minor changes,NA,NA,NA,Program D,No,3,4,4,3,3,3,3,3,2,3,2,2,2,5,5,5,5,5,9,7,9,4,6,4,5,4,5,5,6,6,2,4,4
EN,32,Female,"College degree, bachelor, master",College degree,Full time employed,Greece,no,attiki,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,Program A,NA,No,3,3,4,3,3,3,3,3,3,3,1,1,3,9,10,5,7,7,7,10,7,4,5,5,6,6,5,5,5,5,3,3,2
EN,37,Female,PhD/Doctorate,Up to 12 years of school,Full time employed,Sweden,no,NA,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,Program A,NA,Yes,2,3,4,5,3,3,3,4,3,1,1,2,4,9,10,8,8,9,9,9,8,2,5,2,4,6,4,6,6,6,3,3,1
EN,41,Male,PhD/Doctorate,Some College or equivalent,Retired,Finland,no,Turku,Married/cohabiting,1,No,Life carries on with minor changes,1,0,NA,Program D,No,2,5,2,5,5,1,4,5,2,1,1,1,1,8,9,5,9,9,9,6,10,1,2,2,4,6,5,5,4,4,1,5,1
EN,22,Female,"College degree, bachelor, master",College degree,Student,United Kingdom,no,Kent,Single,0,Not sure,Isolated,3,0,Program A,NA,Yes,2,5,5,4,3,3,4,4,4,2,5,3,4,3,6,1,6,6,9,10,1,4,5,4,6,6,3,5,6,5,2,2,3
EN,37,Female,"College degree, bachelor, master",College degree,Full time employed,United States,no,Maryland,Married/cohabiting,2,Yes,Isolated,1,2,NA,Program C,No,2,3,4,4,3,2,2,3,3,2,2,3,3,6,8,7,6,9,7,8,6,2,3,4,5,5,4,3,5,5,5,4,4
EN,56,Female,Up to 12 years of school,Up to 12 years of school,Retired,Sweden,yes,Hallsberg,Married/cohabiting,2,Yes,Isolated,2,0,NA,Program C,Yes,2,3,2,2,3,2,2,3,3,2,2,2,3,7,8,7,6,7,5,8,5,1,1,1,1,1,4,2,6,2,3,3,3
