Source: https://www.kaggle.com/nickhould/craft-cans,,,,,,,,,
License: https://opendatacommons.org/licenses/odbl/1.0/,,,,,,,,,
,,,,,,,,,
beer id,abv,ibu,beer name,beer style,ounces,brewery id,brewery name,city,state
2148,0.071,60,#002 American I.P.A.,American IPA,12,211,Wisconsin Brewing Company,Verona, WI
2149,0.055,,#001 Golden Amber Lager,American Amber / Red Lager,12,211,Wisconsin Brewing Company,Verona, WI
2150,0.063,64,Beyond The Pale IPA,American IPA,12,131,Stevens Point Brewery,Stevens Point, WI
2151,0.052,9,Onyx Black Ale,American Black Ale,12,131,Stevens Point Brewery,Stevens Point, WI
2153,0.06,30,North Third Stout,Foreign / Export Stout,12,12,Blackrocks Brewery,Marquette, MI
2154,0.067,75,Aurora ,American Amber / Red Ale,16,209,Modern Times Beer,San Diego, CA
2155,0.048,,Smittytown,Extra Special / Strong Bitter (ESB),12,210,Temperance Beer Company,Evanston, IL
2156,0.052,50,Oneida,American Pale Ale (APA),16,209,Modern Times Beer,San Diego, CA
2157,0.068,75,Booming Rollers,American IPA,16,209,Modern Times Beer,San Diego, CA
2158,0.072,86,3:33 Black IPA,American IPA,16,24,Burn 'Em Brewing,Michigan City, IN
2159,0.075,85,City of the Sun,American IPA,16,209,Modern Times Beer,San Diego, CA
2160,0.068,16,Joey Wheat,American Pale Wheat Ale,16,24,Burn 'Em Brewing,Michigan City, IN
2162,0.075,24,Lewbricator Wheat Dopplebock ,Doppelbock,12,208,Kalona Brewing Company,Kalona, IA
2163,0.071,,Sucha Much IPA,American IPA,12,208,Kalona Brewing Company,Kalona, IA
2164,0.054,23,Cowbell,American Porter,16,25,Sun King Brewing Company,Indianapolis, IN
2166,0.085,100,Dream Crusher Double IPA,American Double / Imperial IPA,12,127,Deep Ellum Brewing Company,Dallas, TX
2167,0.052,40,Evil Owl,American Amber / Red Ale,12,207,Branchline Brewing Company,San Antonio, TX
2168,0.062,62,Amazon Princess IPA,American IPA,12,205,People's Brewing Company,Lafayette, IN
2169,0.06,,Rhubarbarian,Cider,12,154,2 Towns Ciderhouse,Corvallis, OR
2170,0.06,,Cherried Away,Cider,12,154,2 Towns Ciderhouse,Corvallis, OR
2171,0.062,,The Optimist,American IPA,12,206,Fort George Brewery,Astoria, OR
2172,0.052,,Quick WIT,Belgian Pale Ale,12,206,Fort George Brewery,Astoria, OR
2175,0.065,77,Mound Builder IPA,American IPA,12,205,People's Brewing Company,Lafayette, IN
2176,0.054,42,Mauna Kea Pale Ale,American Pale Ale (APA),12,203,Mehana Brewing Co.,Hilo, HI
2177,0.052,23,Volcano Red Ale,American Amber / Red Ale,12,203,Mehana Brewing Co.,Hilo, HI
2178,0.052,27,Hawaiian Crow Porter,American Porter,12,203,Mehana Brewing Co.,Hilo, HI
2179,0.083,,Southern Cross,Flanders Red Ale,19.2,204,Hawai'i Nui Brewing Co.,Hilo, HI
2180,0.064,,Hapa Brown Ale,American Brown Ale,12,204,Hawai'i Nui Brewing Co.,Hilo, HI
2181,0.064,,Hapa Brown Ale,American Brown Ale,19.2,204,Hawai'i Nui Brewing Co.,Hilo, HI
2182,0.054,,Sunset Amber,American Pale Ale (APA),12,204,Hawai'i Nui Brewing Co.,Hilo, HI
2183,0.049,,Kaua'i Golden Ale,American Blonde Ale,12,204,Hawai'i Nui Brewing Co.,Hilo, HI
2184,0.042,22,Humpback Blonde Ale,American Blonde Ale,12,203,Mehana Brewing Co.,Hilo, HI
2185,0.072,75,Tsunami IPA,American IPA,12,203,Mehana Brewing Co.,Hilo, HI
2186,0.072,75,Tsunami IPA,American IPA,19.2,203,Mehana Brewing Co.,Hilo, HI
2187,0.051,45,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,12,116,Base Camp Brewing Co.,Portland, OR
2188,0.05,20,Lost Meridian Wit,Witbier,12,116,Base Camp Brewing Co.,Portland, OR
2189,0.068,62,In-Tents India Pale Lager,American Pale Lager,12,116,Base Camp Brewing Co.,Portland, OR
2190,0.045,50,Campside Session IPA,American IPA,16,202,Upland Brewing Company,Bloomington, IN
2191,0.075,53,Loki Red Ale,American Amber / Red Ale,16,201,Fearless Brewing Company,Estacada, OR
2192,0.047,,Occidental Hefeweizen,American Pale Wheat Ale,16,200,Occidental Brewing Company,Portland, OR
2193,0.073,70,Abominable Winter Ale,American Strong Ale,16,80,Hopworks Urban Brewery,Portland, OR
2194,0.069,69,Worthy IPA,American IPA,12,199,Worthy Brewing Company,Bend, OR
2195,0.049,20,Double D Blonde,American Blonde Ale,12,198,Hop Valley Brewing Company,Springfield, OR
2196,0.05,14,Couch Select Lager,American Pale Lager,12,197,Burnside Brewing Co.,Portland, OR
2197,0.05,35,Rubberneck Red,American Amber / Red Ale,16,161,Martin House Brewing Company,Fort Worth, TX
2198,0.059,55,Goose Island India Pale Ale,American IPA,12,196,Goose Island Brewery Company,Chicago, IL
2199,0.066,75,Hopworks IPA,American IPA,16,80,Hopworks Urban Brewery,Portland, OR
2200,0.058,35,Survival Stout,American Stout,16,80,Hopworks Urban Brewery,Portland, OR
2201,0.042,18,312 Urban Wheat Ale,American Pale Wheat Ale,16,88,Goose Island Brewing Company,Chicago, IL
2202,0.054,30,312 Urban Pale Ale,American Pale Ale (APA),12,88,Goose Island Brewing Company,Chicago, IL
2203,0.045,45,Sunshine Pils,American Pilsner,12,97,Tröegs Brewing Company,Hershey, PA
2204,0.05,,Post Time Kölsch,Kölsch,16,195,Breakside Brewery,Portland, OR
2205,0.055,40,Mountain Rescue Pale Ale,American Pale Ale (APA),12,194,Goodlife Brewing Co.,Bend, OR
2206,0.096,,Bitter Biker Double IPA,American Double / Imperial IPA,16,175,Spiteful Brewing Company,Chicago, IL
2207,0.068,,Golden One,Belgian Pale Ale,12,193,Anthem Brewing Company,Oklahoma City, OK
2208,0.07,70,Lil' Helper,American IPA,12,188,Mother's Brewing,Springfield, MO
2209,0.043,18,Sol Drifter,American Blonde Ale,12,91,Madtree Brewing Company,Cincinnati, OH
2211,0.046,25,White (2015),Witbier,12,128,Real Ale Brewing Company,Blanco, TX
2212,0.051,19,Twisted X,American Adjunct Lager,12,38,Twisted X Brewing Company,Dripping Springs, TX
2213,0.063,35,Native Amber,American Amber / Red Ale,16,182,COOP Ale Works,Oklahoma City, OK
2214,0.053,25,Horny Toad Cerveza,American Blonde Ale,16,182,COOP Ale Works,Oklahoma City, OK
2215,0.054,,Java Mac,Scottish Ale,16,25,Sun King Brewing Company,Indianapolis, IN
2216,0.052,18,Copperhead Amber,Belgian Dark Ale,16,27,450 North Brewing Company,Columbus, IN
2217,0.046,15,Honey Kolsch,Kölsch,16,27,450 North Brewing Company,Columbus, IN
2218,0.09,50,Ironman,English Strong Ale,16,27,450 North Brewing Company,Columbus, IN
2219,0.069,65,Scarecrow,American IPA,16,27,450 North Brewing Company,Columbus, IN
2220,0.09,,Barn Yeti,Belgian Strong Dark Ale,16,27,450 North Brewing Company,Columbus, IN
2221,0.07,,Flyin' Rye,American IPA,16,94,Warped Wing Brewing Company,Dayton, OH
2222,0.07,,10 Ton,Oatmeal Stout,16,94,Warped Wing Brewing Company,Dayton, OH
2223,0.054,20,Ermal's,Cream Ale,16,94,Warped Wing Brewing Company,Dayton, OH
2224,0.052,30,Bohemian Pils,American Pilsner,16,143,Narragansett Brewing Company,Providence, RI
2225,0.046,18,Lake House,Munich Helles Lager,12,192,Capital Brewery,Middleton, WI
2226,0.052,28,Wisconsin Amber,Vienna Lager,12,192,Capital Brewery,Middleton, WI
2227,0.065,80,Dark Voyage Black IPA (2013),American Black Ale,12,192,Capital Brewery,Middleton, WI
2228,0.047,9,Point Special,American Adjunct Lager,12,131,Stevens Point Brewery,Stevens Point, WI
2229,0.058,60,Pride of Texas Pale Ale,American Pale Ale (APA),12,176,Rahr & Sons Brewing Company,Fort Worth, TX
2230,0.065,70,Ranger IPA,American IPA,12,82,New Belgium Brewing Company,Fort Collins, CO
2231,0.032,13,American Light,Light Lager,12,129,Straub Brewery,St Mary's, PA
2232,0.041,8,American Amber,American Amber / Red Lager,12,129,Straub Brewery,St Mary's, PA
2233,0.041,8,American Lager,American Adjunct Lager,12,129,Straub Brewery,St Mary's, PA
2234,0.05,,Monarch Pilsner,American Pilsner,12,191,Snake River Brewing Company,Jackson, WY
2235,0.041,41,Day Hike Session,American IPA,12,190,Two Beers Brewing Company,Seattle, WA
2236,0.042,,Monkadelic,American Pale Ale (APA),12,189,Modern Monks Brewery,Lincoln, NE
2237,0.052,21,Towhead,American Blonde Ale,12,188,Mother's Brewing,Springfield, MO
2238,0.04,12,Lobo Lito,Light Lager,12,187,Pedernales Brewing Company,Fredericksburg, TX
2239,0.072,65,Torpedo,American IPA,12,83,Sierra Nevada Brewing Company,Chico, CA
2240,0.056,,Rye Porter,American Porter,16,10,Brewery Vivant,Grand Rapids, MI
2241,0.063,,Viking Ice Hole,Oatmeal Stout,16,10,Brewery Vivant,Grand Rapids, MI
2242,0.052,,Gunga Din,Cider,16,186,St. Julian Winery,Paw Paw, MI
2244,0.069,,Ginger Peach,Cider,16,185,Vander Mill Ciders,Spring Lake, MI
2245,0.068,,Nunica Pine,Cider,16,185,Vander Mill Ciders,Spring Lake, MI
2246,0.058,43,Night Cat,American Dark Wheat Ale,12,74,Two Brothers Brewing Company,Warrenville, IL
2247,0.082,25,Lake Monster,Baltic Porter,16,184,Oasis Texas Brewing Company,Austin, TX
2248,0.085,,Molotov Lite,American Double / Imperial IPA,16,173,Evil Twin Brewing,Brooklyn, NY
2249,0.099,,Sanctified,Belgian Strong Pale Ale,12,164,Round Guys Brewing,Lansdale, PA
2250,0.077,40,Seventh Son of a Seventh Son,American Strong Ale,16,183,Seventh Son Brewing Company,Columbus, OH
2251,0.075,33,Oak Cliff Coffee Ale,American Brown Ale,12,127,Deep Ellum Brewing Company,Dallas, TX
2252,0.052,,Gran Sport,American Porter,16,182,COOP Ale Works,Oklahoma City, OK
2253,0.068,21,Blonde Hunny,Belgian Pale Ale,12,181,Wild Wolf Brewing Company,Nellysford, VA
2254,0.07,73,Salamander Slam,American IPA,16,180,Frog Level Brewing Company,Waynesville, NC
2255,0.059,22,Santa's Secret,Winter Warmer,16,179,Carolina Brewery,Pittsboro, NC
2256,0.065,,Flower Child (2014),American IPA,12,178,Cambridge Brewing Company,Cambridge, MA
2257,0.05,,Remain in Light,American Pilsner,12,178,Cambridge Brewing Company,Cambridge, MA
2258,0.055,,Jade,American Pale Ale (APA),12,177,18th Street Brewery,Gary, IN
2259,0.065,,Foreman,American Porter,12,177,18th Street Brewery,Gary, IN
2260,0.045,,Lake Street Express,American Pale Ale (APA),12,177,18th Street Brewery,Gary, IN
2261,0.077,,Black Exodus,Oatmeal Stout,12,177,18th Street Brewery,Gary, IN
2262,0.075,,Sex and Candy,American IPA,12,177,18th Street Brewery,Gary, IN
2263,0.09,,Sinister,American Double / Imperial IPA,12,177,18th Street Brewery,Gary, IN
2264,0.071,,Rise of the Phoenix,American IPA,12,177,18th Street Brewery,Gary, IN
2265,0.066,,Devil's Cup,American Pale Ale (APA),12,177,18th Street Brewery,Gary, IN
2266,0.032,7,Rad,Fruit / Vegetable Beer,16,46,Sixpoint Craft Ales,Brooklyn, NY
2267,0.055,,Walloon,Saison / Farmhouse Ale,12,118,Southern Star Brewing Company,Conroe, TX
2268,0.065,47,Pretzel Stout,American Stout,16,161,Martin House Brewing Company,Fort Worth, TX
2269,0.046,,Rahr's Blonde,Munich Helles Lager,12,176,Rahr & Sons Brewing Company,Fort Worth, TX
2270,0.054,33,Point Cascade Pale Ale (2013),American Pale Ale (APA),12,131,Stevens Point Brewery,Stevens Point, WI
2271,0.058,,Ball & Chain (2014),American Pale Ale (APA),16,175,Spiteful Brewing Company,Chicago, IL
2272,0.05,,Rebirth Pale Ale,American Pale Ale (APA),12,174,New Orleans Lager & Ale Brewing ...,New Orleans, LA
2273,0.05,,Boxer,American Adjunct Lager,12,134,Minhas Craft Brewery,Monroe, WI
2274,0.055,,Boxer Ice,American Adjunct Lager,12,134,Minhas Craft Brewery,Monroe, WI
2275,0.042,,Boxer Light,Light Lager,12,134,Minhas Craft Brewery,Monroe, WI
2276,0.05,,Boxer,American Adjunct Lager,24,134,Minhas Craft Brewery,Monroe, WI
2277,0.055,,Mountain Creek (2013),American Pale Lager,12,134,Minhas Craft Brewery,Monroe, WI
2278,0.055,,Mountain Crest,American Pale Lager,12,134,Minhas Craft Brewery,Monroe, WI
2279,0.055,,Mountain Crest,American Pale Lager,16,134,Minhas Craft Brewery,Monroe, WI
2280,0.062,,Clear Creek Ice,American Pale Lager,12,134,Minhas Craft Brewery,Monroe, WI
2281,0.062,,Clear Creek Ice,American Pale Lager,16,134,Minhas Craft Brewery,Monroe, WI
2282,0.05,,Huber,American Pale Lager,12,134,Minhas Craft Brewery,Monroe, WI
2283,0.04,,Nomader Weiss,Berliner Weissbier,12,173,Evil Twin Brewing,Brooklyn, NY
2284,0.05,27,Hinchtown Hammer Down,American Blonde Ale,16,16,Flat 12 Bierwerks,Indianapolis, IN
2285,0.065,,Resurrected,American IPA,12,60,4 Hands Brewing Company,Saint Louis, MO
2286,0.065,,Divided Sky,American IPA,12,60,4 Hands Brewing Company,Saint Louis, MO
2287,0.055,,Alter Ego,American Black Ale,12,60,4 Hands Brewing Company,Saint Louis, MO
2288,0.06,,Reprise Centennial Red,American Amber / Red Ale,12,60,4 Hands Brewing Company,Saint Louis, MO
2289,0.081,,Mastermind,American Double / Imperial IPA,12,172,Fiddlehead Brewing Company,Shelburne, VT
2290,0.061,,Ski Patrol,Witbier,16,10,Brewery Vivant,Grand Rapids, MI
2291,0.042,,Blood Orange Gose,Gose,12,171,Anderson Valley Brewing Company,Boonville, CA
2292,0.043,60,Little Sister India Style Session Ale,American IPA,12,170,Everybody's Brewing,White Salmon, WA
2293,0.049,25,Aviator Raspberry Blonde,American Blonde Ale,12,169,Crooked Fence Brewing Company,Garden City, ID
2294,0.07,68,The Power of Zeus,American Pale Ale (APA),12,168,High Hops Brewery,Windsor, CO
2295,0.063,21,The Golden One,American Pilsner,12,168,High Hops Brewery,Windsor, CO
2296,0.05,20,Suzy B Dirty Blonde Ale,American Blonde Ale,12,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
2297,0.058,60,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),12,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
2298,0.047,,Passenger,English Dark Mild Ale,12,167,Boxcar Brewing Company,West Chester, PA
2299,0.058,,Mango Ginger,American IPA,12,167,Boxcar Brewing Company,West Chester, PA
2300,0.065,,1492,American Pale Ale (APA),12,167,Boxcar Brewing Company,West Chester, PA
2301,0.055,42,Power & Light,American Pale Ale (APA),12,140,Independence Brewing Company,Austin, TX
2302,0.049,35,Pinner Throwback IPA,American IPA,12,166,Oskar Blues Brewery,Longmont, CO
2303,0.053,22,Beer Agent Re-Ignition,American Blonde Ale,16,165,Great Crescent Brewery,Aurora, IN
2304,0.071,36,Sundown,Saison / Farmhouse Ale,12,164,Round Guys Brewing,Lansdale, PA
2305,0.06,70,Homefront IPA,American IPA,12,163,Sly Fox Brewing Company,Phoenixville, PA
2306,0.028,15,Summer Brew,American Pilsner,12,109,"Woodstock Inn, Station & Brewery",North Woodstock, NH
2307,0.038,,Smooth Operator,Cream Ale,16,162,Right Brain Brewery,Traverse City, MI
2308,0.05,20,River House,Saison / Farmhouse Ale,16,161,Martin House Brewing Company,Fort Worth, TX
2309,0.052,17,Sunbru Kölsch,Kölsch,12,160,Four Peaks Brewing Company,Tempe, AZ
2310,0.05,10,PUNK'N,Pumpkin Ale,12,159,Uinta Brewing Company,Salt Lake City, UT
2311,0.054,,Knotty Pine,American Pale Ale (APA),12,158,Lumberyard Brewing Company,Flagstaff, AZ
2312,0.061,60,Camelback,American IPA,12,157,Phoenix Ale Brewery,Phoenix, AZ
2313,0.067,71,Mothman Black IPA,American Black Ale,12,156,Greenbrier Valley Brewing Company,Lewisburg, WV
2314,0.057,44,Wild Trail Pale Ale,American Pale Ale (APA),12,156,Greenbrier Valley Brewing Company,Lewisburg, WV
2315,0.068,100,Hopportunity Knocks IPA,American IPA,12,155,Caldera Brewing Company,Ashland, OR
2316,0.062,82,Hoodoo Voodoo IPA,American IPA,12,153,Three Creeks Brewing,Sisters, OR
2317,0.062,40,Fivepine Chocolate Porter,American Porter,12,153,Three Creeks Brewing,Sisters, OR
2318,0.06,,Ginja Ninja,Cider,12,154,2 Towns Ciderhouse,Corvallis, OR
2319,0.04,18,Knotty Blonde Ale,American Blonde Ale,12,153,Three Creeks Brewing,Sisters, OR
2320,0.053,45,Jack the Sipper,Extra Special / Strong Bitter (ESB),12,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
2321,0.055,,Turnrow Harvest Ale,American Blonde Ale,12,152,Tin Roof Brewing Company,Baton Rouge, LA
2323,0.067,60,Ultra Gnar Gnar IPA,American IPA,12,116,Base Camp Brewing Co.,Portland, OR
2324,0.055,,Cast Iron Oatmeal Brown,American Brown Ale,12,60,4 Hands Brewing Company,Saint Louis, MO
2325,0.06,,Smitten,Rye Beer,16,76,Bell's Brewery,Kalamazoo, MI
2326,0.061,30,Sweet Josie,American Brown Ale,12,149,Lonerider Brewing Company,Raleigh, NC
2327,0.058,11,Shotgun Betty,Hefeweizen,12,149,Lonerider Brewing Company,Raleigh, NC
2329,0.057,47,Peacemaker Pale Ale,American Pale Ale (APA),12,149,Lonerider Brewing Company,Raleigh, NC
2330,0.075,,Pistols at Dawn,American Stout,16,149,Lonerider Brewing Company,Raleigh, NC
2331,0.067,70,Watershed IPA,American IPA,12,150,Oakshire Brewing,Eugene, OR
2332,0.06,,Deadeye Jack,American Porter,12,149,Lonerider Brewing Company,Raleigh, NC
2333,0.054,36,Psycho Penguin Vanilla Porter,American Porter,12,148,Odyssey Beerwerks,Arvada, CO
2334,0.087,29,Clan Warrior,Scotch Ale / Wee Heavy,12,148,Odyssey Beerwerks,Arvada, CO
2335,0.092,72,Perpetual Darkness,Belgian Strong Dark Ale,12,148,Odyssey Beerwerks,Arvada, CO
2336,0.05,,New Cleveland Palesner,American Pilsner,12,147,Platform Beer Company,Cleveland, OH
2337,0.06,,Charlie's Rye IPA,American IPA,16,146,Angry Minnow,Hayward, WI
2338,0.048,,Shark Tracker Light lager,Light Lager,12,145,Cisco Brewers,Nantucket, MA
2339,0.063,43,Little Red Cap,Altbier,12,144,Grimm Brothers Brewhouse,Loveland, CO
2340,0.052,,Drop Kick Ale,American Amber / Red Ale,12,132,Weston Brewing Company,Weston, MO
2341,0.049,28,L'il Lucy's Hot Pepper Ale,Chile Beer,12,132,Weston Brewing Company,Weston, MO
2343,0.075,89,O’Malley’s IPA,American IPA,12,132,Weston Brewing Company,Weston, MO
2345,0.037,10,Gansett Light,Light Lager,16,143,Narragansett Brewing Company,Providence, RI
2346,0.077,65,Sinister Minister Black IPA,American IPA,16,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
2347,0.048,18,Hunny Do Wheat,American Pale Wheat Ale,12,142,Third Street Brewhouse,Cold Spring, MN
2348,0.08,,Rip Van Winkle (Current),Bock,12,132,Weston Brewing Company,Weston, MO
2349,0.055,25,Cubano Espresso,Bock,12,141,Cigar City Brewing Company,Tampa, FL
2350,0.048,32,Oklahoma Suks,American Amber / Red Ale,12,140,Independence Brewing Company,Austin, TX
2351,0.05,,Behemoth,American Pilsner,12,139,Core Brewing & Distilling Company,Springdale, AR
2352,0.053,49,Extra Pale Ale,American Pale Ale (APA),12,138,Summit Brewing Company,St Paul, MN
2353,0.069,,Sietsema Red Label,Cider,16,137,Sietsema Orchards and Cider Mill,Ada, MI
2354,0.052,,Lighthouse Amber,Altbier,16,121,Cheboygan Brewing Company,Cheboygan, MI
2355,0.075,25,Old Soul,Belgian Strong Pale Ale,12,63,Crazy Mountain Brewing Company,Edwards, CO
2356,0.07,,Pay It Forward Cocoa Porter,American Porter,12,100,West Sixth Brewing,Lexington, KY
2357,0.065,,Porter Culture,American Porter,12,136,Hops & Grains Brewing Company,Austin, TX
2358,0.04,,Minhas Light (2012),Light Lager,12,134,Minhas Craft Brewery,Monroe, WI
2359,0.054,,Huber Bock (2014),Bock,16,134,Minhas Craft Brewery,Monroe, WI
2360,0.059,14,Morning Wood Wheat (Current),American Pale Wheat Ale,12,135,Pug Ryan's Brewery,Dillon, CO
2361,0.099,,Axe Head Malt Liquor,American Malt Liquor,24,134,Minhas Craft Brewery,Monroe, WI
2362,0.075,72,2014 IPA Cicada Series,American IPA,16,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
2363,0.065,,Hop Ryot,American IPA,12,92,Jackie O's Pub & Brewery,Athens, OH
2365,0.047,9,Point Special,American Adjunct Lager,12,131,Stevens Point Brewery,Stevens Point, WI
2366,0.047,9,Point Special (Current),American Adjunct Lager,12,131,Stevens Point Brewery,Stevens Point, WI
2367,0.047,25,Humbucker Helles,Maibock / Helles Bock,16,126,Uncle Billy's Brewery and Smokeh...,Austin, TX
2368,0.068,,Black Hop IPA,American Black Ale,12,130,Shebeen Brewing Company,Wolcott, CT
2369,0.05,,Straub Beer (Current),American Adjunct Lager,12,129,Straub Brewery,St Mary's, PA
2370,0.044,5,18th Anniversary Gose,Gose,12,128,Real Ale Brewing Company,Blanco, TX
2371,0.06,,Neato Bandito,Euro Pale Lager,12,127,Deep Ellum Brewing Company,Dallas, TX
2372,0.06,75,The Green Room,American IPA,16,126,Uncle Billy's Brewery and Smokeh...,Austin, TX
2373,0.062,,Oktoberfest,Märzen / Oktoberfest,12,43,Rivertowne Brewing Company,Export, PA
2374,0.052,16,Weisse Versa (2012),Hefeweizen,12,125,Karbach Brewing Company,Houston, TX
2375,0.045,6,Mr. Blue Sky,American Pale Wheat Ale,16,124,Griffin Claw Brewing Company,Birmingham, MI
2376,0.049,,Summer Ale,American Blonde Ale,12,123,Ipswich Ale Brewery,Ipswich, MA
2377,0.05,40,Main St. Virginia Ale,Altbier,12,122,Center of the Universe Brewing C...,Ashland, VA
2379,0.057,10,Blood Orange Honey,Fruit / Vegetable Beer,16,121,Cheboygan Brewing Company,Cheboygan, MI
2380,0.057,58,IPA #11,American IPA,16,121,Cheboygan Brewing Company,Cheboygan, MI
2383,0.06,,Oktoberfest,Märzen / Oktoberfest,16,120,Horny Goat Brew Pub,Milwaukee, WI
2384,0.051,17,Laka Laka Pineapple,Hefeweizen,12,120,Horny Goat Brew Pub,Milwaukee, WI
2385,0.056,,Watermelon Wheat,American Pale Wheat Ale,12,120,Horny Goat Brew Pub,Milwaukee, WI
2386,0.065,65,Third Eye Enlightened Pale Ale,American Pale Ale (APA),12,119,Steamworks Brewing Company,Durango, CO
2387,0.065,45,Pine Belt Pale Ale,American Pale Ale (APA),12,118,Southern Star Brewing Company,Conroe, TX
2388,0.058,60,Rise Up Red,American Amber / Red Ale,16,80,Hopworks Urban Brewery,Portland, OR
2389,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16,80,Hopworks Urban Brewery,Portland, OR
2390,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16,80,Hopworks Urban Brewery,Portland, OR
2391,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16,80,Hopworks Urban Brewery,Portland, OR
2392,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16,80,Hopworks Urban Brewery,Portland, OR
2393,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16,80,Hopworks Urban Brewery,Portland, OR
2394,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16,80,Hopworks Urban Brewery,Portland, OR
2395,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16,80,Hopworks Urban Brewery,Portland, OR
2396,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16,80,Hopworks Urban Brewery,Portland, OR
2397,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16,80,Hopworks Urban Brewery,Portland, OR
2398,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16,80,Hopworks Urban Brewery,Portland, OR
2399,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16,80,Hopworks Urban Brewery,Portland, OR
2400,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16,80,Hopworks Urban Brewery,Portland, OR
2401,0.082,103,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12,117,Alameda Brewing,Portland, OR
2402,0.053,36,Klickitat Pale Ale,American Pale Ale (APA),12,117,Alameda Brewing,Portland, OR
2403,0.04,20,P-Town Pilsner,American Pilsner,12,117,Alameda Brewing,Portland, OR
2404,0.049,22,Hop in the ‘Pool Helles,American Pilsner,12,116,Base Camp Brewing Co.,Portland, OR
2405,0.062,33,Alter Ego ,Saison / Farmhouse Ale,12,115,Smartmouth Brewing Company,Norfolk, VA
2406,0.058,35,Murphy's Law,American Amber / Red Ale,12,115,Smartmouth Brewing Company,Norfolk, VA
2407,0.07,88,Rule G IPA,American IPA,12,115,Smartmouth Brewing Company,Norfolk, VA
2408,0.069,,Welcome to Scoville,American IPA,12,114,Jailbreak Brewing Company,Laurel, MD
2409,0.057,,Doomtree,Extra Special / Strong Bitter (ESB),16,61,Surly Brewing Company,Brooklyn Center, MN
2410,0.072,87,Harness the Winter,American IPA,12,75,Bent Paddle Brewing Company,Duluth, MN
2411,0.052,,Nitro Can Coffee Stout,American Stout,12,113,Vault Brewing Company,Yardley, PA
2412,0.045,16,Deception,American Blonde Ale,12,112,Black Market Brewing Company,Temecula, CA
2413,0.052,21,Cali Creamin',Cream Ale,12,111,Mother Earth Brew Company,Vista, CA
1179,0.05,,River North Ale,American Amber / Red Ale,16,459,River North Brewery,Denver, CO
2415,0.083,100,Unchained #18 Hop Silo,American Double / Imperial IPA,16,58,Summit Brewing Company,St. Paul, MN
2416,0.062,,Psychopomp,Belgian Dark Ale,16,10,Brewery Vivant,Grand Rapids, MI
2417,0.065,82,4000 Footer IPA,American IPA,12,109,"Woodstock Inn, Station & Brewery",North Woodstock, NH
2418,0.065,,Dubbelicious,Dubbel,16,10,Brewery Vivant,Grand Rapids, MI
2419,0.048,16,Bunker Hill Blueberry Ale ,Other,12,103,Beer Works Brewery,Lowell, MA
2420,0.068,85,Back Bay IPA,American IPA,12,103,Beer Works Brewery,Lowell, MA
2421,0.051,11,Watermelon Ale,Fruit / Vegetable Beer,12,108,Thomas Hooker Brewing Company,Bloomfield, CT
2422,0.066,72,Firestarter India Pale Ale,American IPA,12,107,Bonfire Brewing Company,Eagle, CO
2423,0.058,45,Fenway American Pale Ale,American Pale Ale (APA),12,103,Beer Works Brewery,Lowell, MA
2424,0.07,70,Big Star White IPA,American White IPA,12,105,Four String Brewing Company,Columbus, OH
2425,0.057,36,Brass Knuckle Pale Ale,American Pale Ale (APA),12,105,Four String Brewing Company,Columbus, OH
2426,0.067,70,Clean Shave IPA,American IPA,12,106,Glabrous Brewing Company,Pineland, ME
2427,0.05,28,Suncaster Summer Wheat,American Pale Wheat Ale,12,105,Four String Brewing Company,Columbus, OH
2428,0.06,,Four String Vanilla Porter,American Porter,12,105,Four String Brewing Company,Columbus, OH
2429,0.048,,Voodoo,American Porter,16,26,Evil Czech Brewery,Mishawaka, IN
2430,0.052,,Lucky Dog,American Pale Ale (APA),16,26,Evil Czech Brewery,Mishawaka, IN
2431,0.051,,Bobblehead,American Pale Wheat Ale,16,26,Evil Czech Brewery,Mishawaka, IN
2432,0.07,61,White Reaper,Belgian IPA,16,26,Evil Czech Brewery,Mishawaka, IN
2433,0.082,,Sous Chef,Belgian Strong Pale Ale,16,10,Brewery Vivant,Grand Rapids, MI
2434,0.057,40,Peach Pale Ale,American Pale Ale (APA),12,104,Lone Tree Brewing Company,Lone Tree, CO
